Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Pocz. zakłóc. (godz.);Koniec zakłóc.(godz.);Przestój;Urządzenie;Lokalizacja funkc.;Lokalizacja;Opis;Czas przestoju;Jedn. czasu przest.;Wpływ;Kod uszkodzenia;Tekst dot. szkody;Kod przyczyny;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu
12572769;1P;15.03.2025;17:12:07;17:42:05;X;10116403;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa;4,99E-01;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12572916;1P;15.03.2025;10:58:20;14:22:37;X;10132055;PLPA-PR-U11-010721;UGP11;Regulacja wsuwania kartonika;3,40E+00;H;3;102;Zacinanie się;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12573030;1P;15.03.2025;11:08:48;11:48:00;X;10118184;PLPA-PR-U11-010703-003;UGP11;Poluzowany łańcuch od transportera;6,53E-01;H;3;100;Deformacja;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12572977;PQ;15.03.2025;14:23:00;00:00:00;;10116593;PLPA-PR-U11-010703-005;UGP11;Wymiana ssawek tackarki;0,00E+00;H;2;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12573130;1P;15.03.2025;14:50:29;17:12:47;X;10132055;PLPA-PR-U11-010721;UGP11;Wymiana siłownika urwany gwint;2,37E+00;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12573154;1P;15.03.2025;19:55:30;21:07:00;;10116401;PLPA-PR-U11-010703-004;UGP11;Do wymiany pas przed gwiazdą;0,00E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12573157;1P;15.03.2025;22:11:41;22:41:33;X;10116568;PLPA-PR-U11-010703-005;UGP11;Regulacja pozycji przekładacza;4,98E-01;H;2;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12573169;1P;15.03.2025;23:37:50;00:05:00;X;10116595;PLPA-PR-U11-010703-005;UGP11;Błąd silnika waga przepływowa;4,53E-01;H;3;107;Awaria sterowania;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12573556;1P;16.03.2025;12:47:21;14:19:03;X;10115784;PLPA-PR-U11-010703-006;UGP11;Regulacja kartoniarki;1,53E+00;H;2;102;Zacinanie się;104;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12573693;1P;16.03.2025;11:20:50;12:22:15;X;10229889;PLPA-UT-041-100000-005;UGP11;Uszkodzony przewód nabłyszczacza;1,02E+00;H;2;106;Wyciek;;Washing machine 4 RAF/TAB;PLPA-UT-041-100000;Aminex,Myjki,Control Room,Mielenie odpad;1-Myjka form RAFFAELLO/TABLETS
12573358;1P;16.03.2025;15:51:27;17:09:34;X;10115782;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;1,30E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12573820;1P;16.03.2025;17:38:45;17:58:18;X;10087519;PLPA-PR-U11-010717;UGP11;Wymiana noży górnej folii;3,26E-01;H;3;104;Złamanie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12573801;1P;16.03.2025;19:36:29;20:45:00;X;10152109;PLPA-PR-U11-010703-002;UGP11;Regulacja taśmy wagi przepływowej;1,14E+00;H;1;102;Zacinanie się;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12574151;1P;17.03.2025;04:34:18;05:28:08;X;10116401;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa;8,97E-01;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12574234;PT;17.03.2025;07:41:27;00:00:00;;10118150;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYMIANA MODUŁÓW LINIOWYCH,SIŁOW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Zespół załadunku pełnych tac  005098/1
12574236;PT;17.03.2025;08:40:51;00:00:00;;10117886;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2 - Moduł tnący 1
12574238;PT;17.03.2025;08:41:58;00:00:00;;10117887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Moduł tnący 2
12574239;PT;17.03.2025;08:43:37;00:00:00;;10127128;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PODAJNIKA MIGDAŁA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Podajnik migdała Labotek
12574390;PT;17.03.2025;08:45:39;00:00:00;;10117911;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CHŁODNII;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Chłodnia 1  002107
12574391;PT;17.03.2025;08:47:51;00:00:00;;10117913;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD ROZKŁADACZA FORM;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 1             005111
12574392;PT;17.03.2025;08:48:44;00:00:00;;10117922;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD ROZKŁADACZA FORM;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 2               005112
12574395;PT;17.03.2025;08:56:18;00:00:00;;10117914;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 1   005113
12574396;PT;17.03.2025;09:37:53;00:00:00;;10117915;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 2   005114
12574397;PT;17.03.2025;09:39:57;00:00:00;;10117958;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYMIANA FILTRÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Osuszacz powietrza
12574398;PT;17.03.2025;09:41:43;00:00:00;;10118745;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD  SIATKI;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Transporter siatkowy
12574399;PT;17.03.2025;09:42:58;00:00:00;;10155427;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYMIANA FILTRÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Odkurzacz
12574450;PT;17.03.2025;09:44:40;00:00:00;;10127463;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 1
12574451;PT;17.03.2025;09:46:13;00:00:00;;10127464;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 2
12574452;PT;17.03.2025;09:52:40;00:00:00;;10127465;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 3
12574453;PT;17.03.2025;09:54:05;00:00:00;;10127466;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 4
12574454;PT;17.03.2025;09:55:18;00:00:00;;10127467;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 5
12574455;PT;17.03.2025;09:56:25;00:00:00;;10127468;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 6
12574456;PT;17.03.2025;09:57:33;00:00:00;;10127469;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO-ROZKŁADA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Transporter pionowy-rozkładacz tac 7
12574457;PT;17.03.2025;09:58:31;00:00:00;;10117966;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dozowania produktu
12574490;PT;17.03.2025;10:08:13;00:00:00;;10079587;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD PAKOWARKI;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 0
12574491;PT;17.03.2025;10:18:28;00:00:00;;10079693;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD PAKOWARKI;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 2
12574493;PT;17.03.2025;10:26:02;00:00:00;;10151867;PLPA-PR-U11-010703-005;UGP11;PRZEGLĄD UKŁADU KLEJENIA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespól klejenia
12574494;PT;17.03.2025;10:27:33;00:00:00;;10079568;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD WYMIANA TAŚM;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 3   2726
12574495;PT;17.03.2025;10:29:06;00:00:00;;10116410;PLPA-PR-U11-010703-002;UGP11;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga wielogłowicowa
12574496;PT;17.03.2025;10:39:34;00:00:00;;10138388;PLPA-PR-U11-010703-002;UGP11;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga wielogłowicowa
12574497;PT;17.03.2025;10:40:52;00:00:00;;;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;
12574482;1P;17.03.2025;14:06:22;15:45:07;X;10116394;PLPA-PR-U11-010703-004;UGP11;Nie rozcina foli;1,65E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12574815;1P;17.03.2025;14:03:27;00:00:00;X;10116394;PLPA-PR-U11-010703-004;UGP11;Szkodzona sygnalizacja awarii lini;0,00E+00;H;1;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12575330;1P;17.03.2025;18:59:37;21:07:42;X;10152112;PLPA-PR-U11-010703-002;UGP11;Pęknięte ssawki;2,13E+00;H;3;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12575237;1P;17.03.2025;22:29:14;00:18:15;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja pasa z nożami;1,82E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12575185;1P;17.03.2025;18:53:24;21:07:14;;10115784;PLPA-PR-U11-010703-006;UGP11;Przegrzana folia.;0,00E+00;H;3;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12575188;1P;17.03.2025;19:03:42;21:07:28;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;2,06E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12575353;1P;17.03.2025;20:07:21;22:28:48;X;10201854;PLPA-PR-U11-010709;UGP11;Uszkodzona dysza kleju;2,36E+00;H;2;105;Zatkanie;108;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
12576196;1P;18.03.2025;03:52:02;05:16:16;;10116394;PLPA-PR-U11-010703-004;UGP11; Nie rozcina cukierka.;0,00E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12576919;1P;18.03.2025;11:36:20;12:39:19;X;10201857;PLPA-PR-U11-010709;UGP11;Awaria drukarki;1,05E+00;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12576888;1P;18.03.2025;11:37:29;13:06:46;X;10201857;PLPA-PR-U11-010709;UGP11;Problem ze składaniem kartonika;1,49E+00;H;3;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12576889;1P;18.03.2025;12:19:48;16:55:39;;10115784;PLPA-PR-U11-010703-006;UGP11;Do wymiany korytko elektryczne;0,00E+00;H;1;113;Błąd uziemienia / Błąd zerowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12577049;1P;18.03.2025;13:05:32;00:00:00;;10118185;PLPA-PR-U11-010703-003;UGP11;Uszkodzony bęben od powietrza;0,00E+00;H;1;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 2
12577079;1P;18.03.2025;14:26:44;16:51:57;;10118141;PLPA-PR-U11-010703-003;UGP11;Uszkodzony pistolet od powietrza;0,00E+00;H;1;106;Wyciek;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół trans.wafla 2
12577126;1P;18.03.2025;13:18:46;14:57:06;X;10115782;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;1,64E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12577605;1P;18.03.2025;23:50:27;00:38:36;X;10132055;PLPA-PR-U11-010721;UGP11;Regulacja szuflady;8,02E-01;H;3;102;Zacinanie się;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12577755;1P;19.03.2025;06:54:14;08:54:36;X;10116403;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa przed gwiazdą;2,01E+00;H;2;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12577903;1P;19.03.2025;10:03:50;00:00:00;X;10152109;PLPA-PR-U11-010703-002;UGP11;Regulacja tackarki;0,00E+00;H;2;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12578096;1P;19.03.2025;11:36:01;00:00:00;X;10201854;PLPA-PR-U11-010709;UGP11;USZKODZONY CZUJNIK;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
12578314;1P;19.03.2025;12:46:49;13:04:29;;10116401;PLPA-PR-U11-010703-004;UGP11;Nie docina cukierka;0,00E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12578458;1P;19.03.2025;19:06:57;19:46:37;X;10117959;PLPA-PR-U11-010703-003;UGP11;Samoczynne zatrzymywanie linii;6,61E-01;H;3;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dystrybucji tac 24x6
12578849;1P;20.03.2025;05:28:43;05:43:43;X;10132044;PLPA-PR-U11-010721;UGP11;Awaria falownika;2,50E-01;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka
12579787;1P;20.03.2025;16:53:31;23:12:54;X;10115784;PLPA-PR-U11-010703-006;UGP11; Kolizja łańcucha.;6,32E+00;H;3;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12579858;1P;20.03.2025;18:12:05;23:12:34;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kolizja łańcucha;5,01E+00;H;3;102;Zacinanie się;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12580002;1P;20.03.2025;21:15:46;05:46:25;X;10116830;PLPA-PR-U11-010717;UGP11;Awaria fanuc;8,51E+00;H;3;103;Zużycie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12579916;1P;20.03.2025;19:43:00;00:00:00;X;10117895;PLPA-PR-U11-010703-003;UGP11;Brak potwierdzen zaworu próżni 1;0,00E+00;H;3;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 -Zespół podawania migdała
12580120;1P;20.03.2025;20:52:06;00:00:00;X;10116830;PLPA-PR-U11-010717;UGP11; Awaria fanuca;0,00E+00;H;3;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12579975;1P;20.03.2025;20:00:10;21:40:58;X;10117895;PLPA-PR-U11-010703-003;UGP11;USZKODZONY PRZEWÓD;1,68E+00;H;3;112;Awria zasilania;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 -Zespół podawania migdała
12580028;1P;20.03.2025;23:13:23;00:44:38;;10116593;PLPA-PR-U11-010703-005;UGP11;Awaria klejenia tac;0,00E+00;H;2;105;Zatkanie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12580282;1P;21.03.2025;00:45:56;05:46:06;X;10116595;PLPA-PR-U11-010703-005;UGP11;Regulacja windy;5,00E+00;H;3;102;Zacinanie się;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12580265;PP;21.03.2025;03:32:43;00:00:00;;10116403;PLPA-PR-U11-010703-004;UGP11;Urwana rączka od pistoleta powietrza;0,00E+00;H;1;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12581146;1P;21.03.2025;15:05:09;00:00:00;;10152113;PLPA-PR-U11-010703-002;UGP11;Uszkodzone siłowniki czakami klapą;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka czapkarka
12581085;1P;21.03.2025;16:15:11;17:34:53;;10115784;PLPA-PR-U11-010703-006;UGP11;Uszkodzony łańcuch pirotino;0,00E+00;H;3;104;Złamanie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12581218;1P;21.03.2025;17:12:02;00:00:00;;10152113;PLPA-PR-U11-010703-002;UGP11;Siłowniki czapkarka;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka czapkarka
12581279;1P;21.03.2025;21:07:10;23:01:31;X;10115784;PLPA-PR-U11-010703-006;UGP11;Regulacja składania display kartoniarka;1,91E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12581703;1P;21.03.2025;21:42:44;23:01:16;X;10079670;PLPA-PR-U11-010703-005;UGP11;Uszkodzona kamera;1,31E+00;H;3;110;Przerwa w obwodzie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12581980;1P;22.03.2025;06:04:10;08:26:00;X;10116594;PLPA-PR-U11-010703-005;UGP11;Awaria kartoniarki nr 1;2,36E+00;H;2;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12581749;1P;22.03.2025;03:00:42;08:13:43;X;10152109;PLPA-PR-U11-010703-002;UGP11;Brak potwierdzenia tackarki;1,01E+02;H;3;102;Zacinanie się;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12581737;1P;22.03.2025;04:37:25;00:00:00;X;10116594;PLPA-PR-U11-010703-005;UGP11;Regulacja kartoniarki numer 1;0,00E+00;H;2;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12581758;1P;22.03.2025;05:35:54;08:10:00;X;10118184;PLPA-PR-U11-010703-003;UGP11;Awaria podnoszenia przekładacza;2,57E+00;H;3;103;Zużycie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12581858;1P;22.03.2025;11:17:52;17:47:13;X;10116398;PLPA-PR-U11-010703-004;UGP11;Problem z ustawieniem korekcji;6,49E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12581808;1P;22.03.2025;07:32:36;08:43:04;;10116398;PLPA-PR-U11-010703-004;UGP11;Do wymiany pas przed gwiazdą;0,00E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12582112;1P;22.03.2025;10:14:07;10:32:58;;10115784;PLPA-PR-U11-010703-006;UGP11;Uszkodzone korytko elektryczne;0,00E+00;H;1;113;Błąd uziemienia / Błąd zerowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12582340;1P;22.03.2025;12:36:15;13:50:08;X;10201854;PLPA-PR-U11-010709;UGP11;Problem z dyszą-łączenie kartonika;1,23E+00;H;3;105;Zatkanie;108;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
